Datetime,Open,High,Low,Close,Volume,Price Change,Daily Range
2025-02-05 10:21:00-05:00,228.5399932861328,228.75,228.4199981689453,228.7100067138672,121344,0.17,0.33
2025-02-05 10:22:00-05:00,228.71499633789065,228.7749938964844,228.50999450683597,228.75999450683597,71988,0.04,0.26
2025-02-05 10:23:00-05:00,228.75999450683597,228.8500061035156,228.6499938964844,228.72000122070312,66102,-0.04,0.2
2025-02-05 10:24:00-05:00,228.74490356445312,229.22999572753903,228.72999572753903,229.17999267578125,99242,0.44,0.5
2025-02-05 10:25:00-05:00,229.1750030517578,229.2998962402344,229.1199951171875,229.1300048828125,63816,-0.04,0.18
2025-02-05 10:26:00-05:00,229.1199951171875,229.25,229.110107421875,229.1403961181641,44886,0.02,0.14
2025-02-05 10:27:00-05:00,229.16000366210935,229.22999572753903,229.1000061035156,229.14990234375,62954,-0.01,0.13
2025-02-05 10:28:00-05:00,229.1499938964844,229.22000122070312,229.1219024658203,229.22000122070312,42493,0.07,0.1
2025-02-05 10:29:00-05:00,229.2001953125,229.55999755859372,229.1999969482422,229.5,76945,0.3,0.36
2025-02-05 10:30:00-05:00,229.50999450683597,229.55999755859372,229.29010009765625,229.29010009765625,80368,-0.22,0.27
2025-02-05 10:31:00-05:00,229.30999755859372,229.32000732421875,228.8999938964844,228.8999938964844,89331,-0.41,0.42
2025-02-05 10:32:00-05:00,228.9199981689453,229.05999755859372,228.8513946533203,229.05999755859372,64717,0.14,0.21
2025-02-05 10:33:00-05:00,229.08999633789065,229.3500061035156,229.08009338378903,229.1699981689453,77969,0.08,0.27
2025-02-05 10:34:00-05:00,229.17759704589844,229.2400054931641,229.1497039794922,229.19000244140625,36372,0.01,0.09
2025-02-05 10:35:00-05:00,229.1999969482422,229.2100067138672,229.07000732421875,229.1000061035156,39099,-0.1,0.14
2025-02-05 10:36:00-05:00,229.08999633789065,229.16000366210935,229.0,229.01499938964844,44672,-0.07,0.16
2025-02-05 10:37:00-05:00,229.0050048828125,229.1699981689453,228.9300994873047,229.1000061035156,63121,0.1,0.24
2025-02-05 10:38:00-05:00,229.0800018310547,229.10580444335935,228.97999572753903,229.0749969482422,42365,-0.01,0.13
2025-02-05 10:39:00-05:00,229.0800018310547,229.3000030517578,229.07000732421875,229.2700042724609,73977,0.19,0.23
2025-02-05 10:40:00-05:00,229.2700042724609,229.3600006103516,229.19949340820312,229.2400054931641,51736,-0.03,0.16
2025-02-05 10:41:00-05:00,229.22999572753903,229.2805938720703,229.1593017578125,229.1999969482422,43961,-0.03,0.12
2025-02-05 10:42:00-05:00,229.2068023681641,229.32000732421875,229.17999267578125,229.1999969482422,41546,-0.01,0.14
2025-02-05 10:43:00-05:00,229.2100067138672,229.2729949951172,229.1699981689453,229.1699981689453,60165,-0.04,0.1
2025-02-05 10:44:00-05:00,229.1699981689453,229.17030334472656,228.91000366210935,229.13999938964844,73127,-0.03,0.26
2025-02-05 10:45:00-05:00,229.17999267578125,229.19639587402344,229.1000061035156,229.1300048828125,42523,-0.05,0.1
2025-02-05 10:46:00-05:00,229.14300537109372,229.44000244140625,229.13450622558597,229.41000366210935,104166,0.27,0.31
2025-02-05 10:47:00-05:00,229.41580200195312,229.5200042724609,229.3999938964844,229.42999267578125,55992,0.01,0.12
2025-02-05 10:48:00-05:00,229.4199981689453,229.4949951171875,229.38999938964844,229.44000244140625,35996,0.02,0.1
2025-02-05 10:49:00-05:00,229.43099975585935,229.47999572753903,229.17999267578125,229.25999450683597,58994,-0.17,0.3
2025-02-05 10:50:00-05:00,229.26559448242188,229.3699951171875,229.2550048828125,229.32000732421875,55070,0.05,0.11
2025-02-05 10:51:00-05:00,229.32000732421875,229.32989501953125,229.2449951171875,229.2700042724609,51764,-0.05,0.08
2025-02-05 10:52:00-05:00,229.25,229.4949951171875,229.2400054931641,229.4750061035156,55677,0.23,0.25
2025-02-05 10:53:00-05:00,229.47999572753903,229.64280700683597,229.47999572753903,229.57000732421875,76866,0.09,0.16
2025-02-05 10:54:00-05:00,229.5749969482422,229.63999938964844,229.55999755859372,229.63499450683597,40388,0.06,0.08
2025-02-05 10:55:00-05:00,229.6300048828125,230.1000061035156,229.6100006103516,229.88999938964844,114689,0.26,0.49
2025-02-05 10:56:00-05:00,229.88999938964844,229.9149932861328,229.50999450683597,229.5299072265625,53749,-0.36,0.4
2025-02-05 10:57:00-05:00,229.5200042724609,229.6300048828125,229.5200042724609,229.55999755859372,85157,0.04,0.11
2025-02-05 10:58:00-05:00,229.55999755859372,229.5800018310547,229.22000122070312,229.36929321289065,114757,-0.19,0.36
2025-02-05 10:59:00-05:00,229.3699951171875,229.5399932861328,229.3600006103516,229.52999877929688,36722,0.16,0.18
2025-02-05 11:00:00-05:00,229.5200042724609,229.8300018310547,229.44000244140625,229.78050231933597,83582,0.26,0.39
2025-02-05 11:01:00-05:00,229.7801055908203,229.8600006103516,229.57009887695312,229.6999969482422,45608,-0.08,0.29
2025-02-05 11:02:00-05:00,229.6855926513672,229.8000030517578,229.6300048828125,229.6300048828125,66450,-0.06,0.17
2025-02-05 11:03:00-05:00,229.6300048828125,229.69590759277344,229.5655975341797,229.5800018310547,40936,-0.05,0.13
2025-02-05 11:04:00-05:00,229.585205078125,229.8500061035156,229.585205078125,229.75,70049,0.16,0.26
2025-02-05 11:05:00-05:00,229.7400054931641,229.97999572753903,229.7100067138672,229.9501953125,56941,0.21,0.27
2025-02-05 11:06:00-05:00,229.96519470214844,230.02999877929688,229.88999938964844,229.9499969482422,71031,-0.02,0.14
2025-02-05 11:07:00-05:00,229.9600067138672,230.0,229.9499969482422,229.9850006103516,42428,0.02,0.05
2025-02-05 11:08:00-05:00,229.97999572753903,230.0198974609375,229.9600067138672,229.9600067138672,40197,-0.02,0.06
2025-02-05 11:09:00-05:00,230.0,230.08399963378903,229.97000122070312,230.02999877929688,48960,0.03,0.11
2025-02-05 11:10:00-05:00,230.01499938964844,230.19749450683597,230.0102996826172,230.1199951171875,40430,0.1,0.19
2025-02-05 11:11:00-05:00,230.1100006103516,230.13999938964844,229.82000732421875,229.8249969482422,58763,-0.29,0.32
2025-02-05 11:12:00-05:00,229.80999755859372,229.87060546875,229.6300048828125,229.6918029785156,47762,-0.12,0.24
2025-02-05 11:13:00-05:00,229.69500732421875,229.81260681152344,229.6699981689453,229.7100067138672,36333,0.01,0.14
2025-02-05 11:14:00-05:00,229.7250061035156,229.77999877929688,229.52999877929688,229.6100006103516,65231,-0.12,0.25
2025-02-05 11:15:00-05:00,229.6000061035156,229.77999877929688,229.5800018310547,229.7400054931641,48740,0.14,0.2
2025-02-05 11:16:00-05:00,229.747802734375,229.747802734375,229.42999267578125,229.4373016357422,61406,-0.31,0.32
2025-02-05 11:17:00-05:00,229.44500732421875,229.5249938964844,229.41000366210935,229.4199981689453,39804,-0.03,0.11
2025-02-05 11:18:00-05:00,229.4199981689453,229.63999938964844,229.4199981689453,229.50999450683597,43355,0.09,0.22
2025-02-05 11:19:00-05:00,229.53500366210935,229.55999755859372,229.44500732421875,229.52999877929688,32510,-0.01,0.11
2025-02-05 11:20:00-05:00,229.50999450683597,229.57000732421875,229.37159729003903,229.55999755859372,39083,0.05,0.2
2025-02-05 11:21:00-05:00,229.55999755859372,229.6246032714844,229.5200042724609,229.5449981689453,35392,-0.01,0.1
2025-02-05 11:22:00-05:00,229.5500030517578,229.5500030517578,229.44000244140625,229.5200042724609,32997,-0.03,0.11
2025-02-05 11:23:00-05:00,229.50999450683597,229.5200042724609,229.27999877929688,229.2899932861328,97500,-0.22,0.24
2025-02-05 11:24:00-05:00,229.30499267578125,229.57000732421875,229.25999450683597,229.5399932861328,70421,0.24,0.31
2025-02-05 11:25:00-05:00,229.535400390625,229.61480712890625,229.5,229.57000732421875,44321,0.03,0.11
2025-02-05 11:26:00-05:00,229.5601959228516,229.82969665527344,229.55999755859372,229.77999877929688,36699,0.22,0.27
2025-02-05 11:27:00-05:00,229.78500366210935,229.92999267578125,229.78500366210935,229.91000366210935,46214,0.12,0.14
2025-02-05 11:28:00-05:00,229.91639709472656,230.0,229.8999938964844,230.0,46115,0.08,0.1
2025-02-05 11:29:00-05:00,230.00070190429688,230.1000061035156,229.9900054931641,230.08999633789065,93610,0.09,0.11
2025-02-05 11:30:00-05:00,230.08999633789065,230.1000061035156,229.9900054931641,230.05499267578125,75334,-0.04,0.11
2025-02-05 11:31:00-05:00,230.0500030517578,230.1300048828125,230.0200042724609,230.02430725097656,65823,-0.03,0.11
2025-02-05 11:32:00-05:00,230.03500366210935,230.07000732421875,230.0,230.07000732421875,90353,0.04,0.07
2025-02-05 11:33:00-05:00,230.07000732421875,230.25,230.05999755859372,230.0800018310547,90791,0.01,0.19
2025-02-05 11:34:00-05:00,230.07000732421875,230.2899932861328,230.07000732421875,230.1499938964844,78138,0.08,0.22
2025-02-05 11:35:00-05:00,230.13999938964844,230.3000030517578,230.1300048828125,230.28500366210935,45400,0.15,0.17
2025-02-05 11:36:00-05:00,230.2899932861328,230.33999633789065,230.0200042724609,230.02999877929688,63118,-0.26,0.32
2025-02-05 11:37:00-05:00,230.02999877929688,230.08999633789065,230.00999450683597,230.06500244140625,55665,0.04,0.08
2025-02-05 11:38:00-05:00,230.06500244140625,230.2483062744141,230.0500030517578,230.21499633789065,34322,0.15,0.2
2025-02-05 11:39:00-05:00,230.21499633789065,230.23989868164065,230.1110992431641,230.2299041748047,36455,0.01,0.13
2025-02-05 11:40:00-05:00,230.22999572753903,230.27999877929688,230.19000244140625,230.19500732421875,30051,-0.03,0.09
2025-02-05 11:41:00-05:00,230.1999969482422,230.22000122070312,230.1199951171875,230.1199951171875,26610,-0.08,0.1
2025-02-05 11:42:00-05:00,230.1100006103516,230.2100067138672,230.0399932861328,230.1649932861328,96182,0.05,0.17
2025-02-05 11:43:00-05:00,230.19000244140625,230.2599029541016,230.13999938964844,230.22000122070312,44320,0.03,0.12
2025-02-05 11:44:00-05:00,230.2010040283203,230.2657012939453,230.19000244140625,230.22999572753903,57192,0.03,0.08
2025-02-05 11:45:00-05:00,230.2292938232422,230.2899932861328,230.1100006103516,230.2100067138672,34812,-0.02,0.18
2025-02-05 11:46:00-05:00,230.21499633789065,230.3563995361328,230.1999969482422,230.3300018310547,35554,0.12,0.16
2025-02-05 11:47:00-05:00,230.3300018310547,230.3600006103516,230.2400054931641,230.28500366210935,33284,-0.04,0.12
2025-02-05 11:48:00-05:00,230.28500366210935,230.3249969482422,230.2100067138672,230.26499938964844,47991,-0.02,0.11
2025-02-05 11:49:00-05:00,230.2749938964844,230.4499969482422,230.2749938964844,230.3699951171875,39529,0.1,0.18
2025-02-05 11:50:00-05:00,230.3800048828125,230.47999572753903,230.3800048828125,230.4741058349609,28922,0.09,0.1
2025-02-05 11:51:00-05:00,230.4600067138672,230.4900054931641,230.3699951171875,230.3699951171875,72342,-0.09,0.12
2025-02-05 11:52:00-05:00,230.3800048828125,230.4900054931641,230.3600006103516,230.42999267578125,69627,0.05,0.13
2025-02-05 11:53:00-05:00,230.4199981689453,230.4900054931641,230.41000366210935,230.4499969482422,38875,0.03,0.08
2025-02-05 11:54:00-05:00,230.4600067138672,230.6885986328125,230.42999267578125,230.50999450683597,86425,0.05,0.26
2025-02-05 11:55:00-05:00,230.5205993652344,230.75999450683597,230.3500061035156,230.7100067138672,91058,0.19,0.41
2025-02-05 11:56:00-05:00,230.72720336914065,230.8000030517578,230.4595947265625,230.4595947265625,65719,-0.27,0.34
2025-02-05 11:57:00-05:00,230.5,230.66000366210935,230.47000122070312,230.5800018310547,46767,0.08,0.19
2025-02-05 11:58:00-05:00,230.61819458007807,230.81500244140625,230.6000061035156,230.72999572753903,51276,0.11,0.21
2025-02-05 11:59:00-05:00,230.72999572753903,230.75,230.6750030517578,230.6999969482422,29009,-0.03,0.07
2025-02-05 12:00:00-05:00,230.7299041748047,230.94000244140625,230.6999969482422,230.87989807128903,71119,0.15,0.24
2025-02-05 12:01:00-05:00,230.8650054931641,230.9279937744141,230.8500061035156,230.8500061035156,43651,-0.01,0.08
2025-02-05 12:02:00-05:00,230.8300018310547,230.83999633789065,230.69500732421875,230.69500732421875,44719,-0.13,0.14
2025-02-05 12:03:00-05:00,230.69500732421875,230.74989318847656,230.6199951171875,230.72000122070312,36076,0.02,0.13
2025-02-05 12:04:00-05:00,230.7449951171875,230.8699951171875,230.69000244140625,230.8350067138672,36464,0.09,0.18
2025-02-05 12:05:00-05:00,230.83999633789065,230.960693359375,230.82749938964844,230.9001007080078,48664,0.06,0.13
2025-02-05 12:06:00-05:00,230.91000366210935,231.0200042724609,230.8999938964844,230.9600067138672,62680,0.05,0.12
2025-02-05 12:07:00-05:00,230.92999267578125,230.9490966796875,230.8000946044922,230.82699584960935,35902,-0.1,0.15
2025-02-05 12:08:00-05:00,230.8300018310547,230.8950042724609,230.8000030517578,230.88999938964844,30239,0.06,0.1
2025-02-05 12:09:00-05:00,230.88999938964844,230.92999267578125,230.8699951171875,230.8843994140625,19044,-0.01,0.06
2025-02-05 12:10:00-05:00,230.89059448242188,231.0500030517578,230.8800048828125,231.0500030517578,35892,0.16,0.17
2025-02-05 12:11:00-05:00,231.0399932861328,231.22999572753903,231.0113983154297,231.2001037597656,57549,0.16,0.22
2025-02-05 12:12:00-05:00,231.1811981201172,231.1999053955078,230.88999938964844,230.88999938964844,50261,-0.29,0.31
2025-02-05 12:13:00-05:00,230.8999938964844,231.1199951171875,230.8999938964844,231.0865936279297,43364,0.19,0.22
2025-02-05 12:14:00-05:00,231.0868988037109,231.1999969482422,231.02999877929688,231.18499755859372,40674,0.1,0.17
2025-02-05 12:15:00-05:00,231.18499755859372,231.2570037841797,231.13999938964844,231.21499633789065,43943,0.03,0.12
2025-02-05 12:16:00-05:00,231.22000122070312,231.23069763183597,231.1300048828125,231.1750030517578,44753,-0.04,0.1
2025-02-05 12:17:00-05:00,231.16000366210935,231.25999450683597,231.16000366210935,231.1898956298828,40937,0.03,0.1
2025-02-05 12:18:00-05:00,231.18130493164065,231.23980712890625,231.0500946044922,231.08999633789065,47628,-0.09,0.19
2025-02-05 12:19:00-05:00,231.0894012451172,231.27999877929688,231.0800018310547,231.2088928222656,44524,0.12,0.2
2025-02-05 12:20:00-05:00,231.17999267578125,231.22000122070312,231.07000732421875,231.08009338378903,33816,-0.1,0.15
2025-02-05 12:21:00-05:00,231.0800018310547,231.1300048828125,230.94000244140625,230.9980926513672,81841,-0.08,0.19
2025-02-05 12:22:00-05:00,230.97999572753903,231.03469848632807,230.94009399414065,230.9696044921875,38058,-0.01,0.09
2025-02-05 12:23:00-05:00,230.9499969482422,230.9698944091797,230.88999938964844,230.90989685058597,40029,-0.04,0.08
2025-02-05 12:24:00-05:00,230.90499877929688,231.00999450683597,230.8999938964844,230.9750061035156,38243,0.07,0.11
2025-02-05 12:25:00-05:00,230.9600067138672,231.0200042724609,230.94000244140625,230.9900054931641,30637,0.03,0.08
2025-02-05 12:26:00-05:00,230.97000122070312,231.00999450683597,230.88999938964844,230.88999938964844,26285,-0.08,0.12
2025-02-05 12:27:00-05:00,230.9149932861328,230.94479370117188,230.8950042724609,230.8999938964844,20002,-0.01,0.05
2025-02-05 12:28:00-05:00,230.91720581054688,230.94000244140625,230.8600006103516,230.86399841308597,32392,-0.05,0.08
2025-02-05 12:29:00-05:00,230.8650054931641,230.8699951171875,230.6699981689453,230.69000244140625,35782,-0.18,0.2
2025-02-05 12:30:00-05:00,230.67999267578125,230.7400054931641,230.6699981689453,230.71499633789065,35328,0.04,0.07
2025-02-05 12:31:00-05:00,230.7100067138672,230.7400054931641,230.67999267578125,230.69500732421875,24634,-0.01,0.06
2025-02-05 12:32:00-05:00,230.67999267578125,230.6999969482422,230.59500122070312,230.61680603027344,26409,-0.06,0.1
2025-02-05 12:33:00-05:00,230.6199951171875,230.73779296875,230.6000061035156,230.625,35523,0.01,0.14
2025-02-05 12:34:00-05:00,230.62469482421875,230.66000366210935,230.5500030517578,230.55999755859372,30812,-0.06,0.11
2025-02-05 12:35:00-05:00,230.55419921875,230.74459838867188,230.5500030517578,230.6300048828125,30897,0.08,0.19
2025-02-05 12:36:00-05:00,230.625,230.75,230.6199951171875,230.63499450683597,60154,0.01,0.13
2025-02-05 12:37:00-05:00,230.6300048828125,230.6499938964844,230.55999755859372,230.58999633789065,24442,-0.04,0.09
2025-02-05 12:38:00-05:00,230.5800018310547,230.58009338378903,230.3699951171875,230.4197998046875,58597,-0.16,0.21
2025-02-05 12:39:00-05:00,230.41000366210935,230.5,230.3950042724609,230.5,47200,0.09,0.1
2025-02-05 12:40:00-05:00,230.4990997314453,230.52999877929688,230.3699951171875,230.3800048828125,39563,-0.12,0.16
2025-02-05 12:41:00-05:00,230.37350463867188,230.41000366210935,230.2949981689453,230.3000030517578,43608,-0.07,0.12
2025-02-05 12:42:00-05:00,230.2899932861328,230.3300018310547,230.2100067138672,230.21499633789065,44450,-0.07,0.12
2025-02-05 12:43:00-05:00,230.21499633789065,230.2642974853516,230.2050018310547,230.2350006103516,28553,0.02,0.06
2025-02-05 12:44:00-05:00,230.2449951171875,230.25999450683597,230.16000366210935,230.1999969482422,40119,-0.04,0.1
2025-02-05 12:45:00-05:00,230.1999969482422,230.25999450683597,230.19720458984372,230.22360229492188,31758,0.02,0.06
2025-02-05 12:46:00-05:00,230.2250061035156,230.25999450683597,230.21499633789065,230.2449951171875,25192,0.02,0.04
2025-02-05 12:47:00-05:00,230.25,230.25950622558597,230.2100067138672,230.2449951171875,23231,-0.01,0.05
2025-02-05 12:48:00-05:00,230.25,230.3300018310547,230.2400054931641,230.30999755859372,53054,0.06,0.09
2025-02-05 12:49:00-05:00,230.3141021728516,230.37989807128903,230.30999755859372,230.375,24799,0.06,0.07
2025-02-05 12:50:00-05:00,230.375,230.3800048828125,230.3419952392578,230.3437042236328,31100,-0.03,0.04
2025-02-05 12:51:00-05:00,230.33999633789065,230.33999633789065,230.0800018310547,230.1649932861328,51034,-0.18,0.26
2025-02-05 12:52:00-05:00,230.1699981689453,230.22999572753903,230.1501007080078,230.22999572753903,28050,0.06,0.08
2025-02-05 12:53:00-05:00,230.2400054931641,230.4499969482422,230.22000122070312,230.3500061035156,47180,0.11,0.23
2025-02-05 12:54:00-05:00,230.33999633789065,230.3500061035156,230.22999572753903,230.2577972412109,39423,-0.08,0.12
2025-02-05 12:55:00-05:00,230.25,230.27999877929688,229.9900054931641,230.048095703125,104933,-0.2,0.29
2025-02-05 12:56:00-05:00,230.0500030517578,230.1300048828125,230.0399932861328,230.0679931640625,33325,0.02,0.09
2025-02-05 12:57:00-05:00,230.05999755859372,230.1199951171875,230.02999877929688,230.0500030517578,35702,-0.01,0.09
2025-02-05 12:58:00-05:00,230.0399932861328,230.08999633789065,230.02999877929688,230.06500244140625,24250,0.03,0.06
2025-02-05 12:59:00-05:00,230.05999755859372,230.0800018310547,230.0142059326172,230.0500030517578,27719,-0.01,0.07
2025-02-05 13:00:00-05:00,230.05499267578125,230.1000061035156,230.02999877929688,230.0399932861328,26587,-0.01,0.07
2025-02-05 13:01:00-05:00,230.02999877929688,230.0500030517578,229.97999572753903,230.0500030517578,26879,0.02,0.07
2025-02-05 13:02:00-05:00,230.05999755859372,230.07000732421875,230.02999877929688,230.0449981689453,17292,-0.01,0.04
2025-02-05 13:03:00-05:00,230.0417938232422,230.1100006103516,230.01010131835935,230.08999633789065,47322,0.05,0.1
2025-02-05 13:04:00-05:00,230.08999633789065,230.13999938964844,230.0749969482422,230.13499450683597,46759,0.04,0.07
2025-02-05 13:05:00-05:00,230.13999938964844,230.16000366210935,230.0399932861328,230.0500946044922,41764,-0.09,0.12
2025-02-05 13:06:00-05:00,230.05419921875,230.1195068359375,230.0200042724609,230.1000061035156,28926,0.05,0.1
2025-02-05 13:07:00-05:00,230.1000061035156,230.1499938964844,230.00999450683597,230.0749969482422,69842,-0.03,0.14
2025-02-05 13:08:00-05:00,230.08999633789065,230.08999633789065,230.0,230.0301055908203,31365,-0.06,0.09
2025-02-05 13:09:00-05:00,230.03500366210935,230.0399932861328,229.8600006103516,229.91229248046875,52743,-0.12,0.18
2025-02-05 13:10:00-05:00,229.9199981689453,229.97999572753903,229.77999877929688,229.77999877929688,43086,-0.14,0.2
2025-02-05 13:11:00-05:00,229.7895050048828,229.85989379882807,229.77999877929688,229.77999877929688,35512,-0.01,0.08
2025-02-05 13:12:00-05:00,229.78500366210935,229.97999572753903,229.78500366210935,229.9434051513672,44398,0.16,0.19
2025-02-05 13:13:00-05:00,229.94000244140625,229.9600067138672,229.7700042724609,229.77999877929688,45378,-0.16,0.19
2025-02-05 13:14:00-05:00,229.79220581054688,229.88999938964844,229.7301025390625,229.81500244140625,52487,0.02,0.16
2025-02-05 13:15:00-05:00,229.80999755859372,229.8300018310547,229.7700958251953,229.82000732421875,133240,0.01,0.06
2025-02-05 13:16:00-05:00,229.82000732421875,229.9600067138672,229.80999755859372,229.93280029296875,34741,0.11,0.15
2025-02-05 13:17:00-05:00,229.94000244140625,229.9499969482422,229.7115936279297,229.75469970703125,39588,-0.19,0.24
2025-02-05 13:18:00-05:00,229.7563934326172,229.91000366210935,229.7550048828125,229.8936004638672,29872,0.14,0.15
2025-02-05 13:19:00-05:00,229.8999938964844,229.94000244140625,229.88999938964844,229.94000244140625,29469,0.04,0.05
2025-02-05 13:20:00-05:00,229.93870544433597,229.93870544433597,229.82000732421875,229.8249969482422,40007,-0.11,0.12
2025-02-05 13:21:00-05:00,229.8249969482422,229.9001007080078,229.8249969482422,229.88999938964844,26074,0.07,0.08
2025-02-05 13:22:00-05:00,229.8999938964844,229.8999938964844,229.83999633789065,229.83999633789065,28120,-0.06,0.06
2025-02-05 13:23:00-05:00,229.8426055908203,229.88999938964844,229.77999877929688,229.8699951171875,43557,0.03,0.11
